Age,Annual_Income_LPA,Loan_Amount_LPA,Loan_Term_Months,CIBIL_Score,Employment_Years,Existing_Loans,Education,Employment_Type,Property_Area,Gender,Dependents,Default,Loan_to_Income_Ratio,CIBIL_Band,LTI_Band
34,10.17,33.11,48,750,14,2,Under-Graduate,Salaried,Rural,Female,0,0,3.256,"740-800
(Excellent)",>3x
25,8.64,18.06,36,645,10,1,Post-Graduate,Business,Semi-Urban,Female,0,0,2.09,"580-670
(Good)",2-2.5x
22,13.18,35.66,48,672,13,1,Graduate,Business,Rural,Male,0,1,2.706,"670-740
(Very Good)",2.5-3x
61,2.83,3.88,36,674,5,0,Graduate,Business,Urban,Female,0,0,1.371,"670-740
(Very Good)",1-1.5x
53,4.44,13.18,36,697,11,0,Graduate,Self-Employed,Urban,Female,2,0,2.968,"670-740
(Very Good)",2.5-3x
55,7.1,14.18,60,828,12,1,Graduate,Salaried,Rural,Male,0,0,1.997,"800+
(Exceptional)",1.5-2x
49,3.44,7.05,36,691,16,0,Post-Graduate,Business,Semi-Urban,Male,0,0,2.049,"670-740
(Very Good)",2-2.5x
52,8.82,24.45,36,628,15,1,Under-Graduate,Business,Semi-Urban,Male,3,1,2.772,"580-670
(Good)",2.5-3x
29,12.51,47.25,24,763,2,2,Under-Graduate,Salaried,Semi-Urban,Female,1,0,3.777,"740-800
(Excellent)",>3x
60,4.23,3.06,36,827,1,2,Under-Graduate,Salaried,Urban,Male,0,0,0.723,"800+
(Exceptional)",<1x
47,6.14,20.79,36,619,10,1,Graduate,Freelance,Urban,Female,0,0,3.386,"580-670
(Good)",>3x
55,14.37,21.89,24,877,8,2,Diploma,Business,Semi-Urban,Male,0,0,1.523,"800+
(Exceptional)",1.5-2x
24,17.66,36.27,12,753,2,2,Under-Graduate,Business,Semi-Urban,Male,0,0,2.054,"740-800
(Excellent)",2-2.5x
33,9.39,5.42,36,802,17,1,Diploma,Business,Semi-Urban,Male,0,0,0.577,"800+
(Exceptional)",<1x
22,8.57,13.31,48,837,19,0,Graduate,Salaried,Rural,Male,1,0,1.553,"800+
(Exceptional)",1.5-2x
26,3.59,8.11,36,797,14,0,Diploma,Self-Employed,Urban,Female,0,0,2.259,"740-800
(Excellent)",2-2.5x
51,7.44,5.18,24,711,13,0,Under-Graduate,Salaried,Urban,Female,1,0,0.696,"670-740
(Very Good)",<1x
51,8.38,18.59,48,817,1,0,Under-Graduate,Salaried,Rural,Male,2,0,2.218,"800+
(Exceptional)",2-2.5x
38,5.29,19.81,12,740,16,0,Graduate,Self-Employed,Semi-Urban,Female,1,0,3.745,"670-740
(Very Good)",>3x
44,4.2,3.65,36,807,7,0,Under-Graduate,Salaried,Semi-Urban,Female,3,0,0.869,"800+
(Exceptional)",<1x
36,2.78,8.83,24,815,9,1,Diploma,Self-Employed,Urban,Male,1,0,3.176,"800+
(Exceptional)",>3x
58,2.12,4.1,24,632,17,2,Post-Graduate,Salaried,Urban,Female,1,0,1.934,"580-670
(Good)",1.5-2x
42,1.86,5.2,24,783,18,0,Post-Graduate,Salaried,Semi-Urban,Male,2,0,2.796,"740-800
(Excellent)",2.5-3x
35,8.49,11.98,36,705,7,1,Diploma,Salaried,Urban,Male,0,0,1.411,"670-740
(Very Good)",1-1.5x
23,6.56,6.94,12,731,7,1,Graduate,Salaried,Rural,Male,0,0,1.058,"670-740
(Very Good)",1-1.5x
32,4.49,4.77,36,730,2,0,Post-Graduate,Salaried,Rural,Female,2,0,1.062,"670-740
(Very Good)",1-1.5x
60,4.92,3.67,36,726,2,2,Post-Graduate,Salaried,Rural,Male,1,0,0.746,"670-740
(Very Good)",<1x
59,6.81,7.83,36,841,11,1,Diploma,Freelance,Urban,Female,2,0,1.15,"800+
(Exceptional)",1-1.5x
55,5.44,15.37,36,610,16,0,Graduate,Salaried,Semi-Urban,Female,3,0,2.825,"580-670
(Good)",2.5-3x
59,2.68,9.61,48,582,3,2,Post-Graduate,Salaried,Urban,Male,1,0,3.586,"580-670
(Good)",>3x
55,10.38,34.77,24,565,16,0,Post-Graduate,Self-Employed,Urban,Male,1,0,3.35,"500-580
(Fair)",>3x
39,7.2,20.87,36,805,13,1,Under-Graduate,Self-Employed,Urban,Male,1,0,2.899,"800+
(Exceptional)",2.5-3x
51,7.04,6.24,12,658,18,0,Post-Graduate,Salaried,Urban,Male,3,0,0.886,"580-670
(Good)",<1x
36,9.92,15.0,12,730,8,2,Diploma,Business,Rural,Male,2,0,1.512,"670-740
(Very Good)",1.5-2x
48,3.68,5.83,36,710,11,1,Diploma,Business,Urban,Male,3,0,1.584,"670-740
(Very Good)",1.5-2x
55,12.43,17.09,36,649,4,1,Graduate,Salaried,Urban,Male,0,0,1.375,"580-670
(Good)",1-1.5x
59,5.52,12.71,48,788,10,0,Graduate,Salaried,Rural,Male,2,1,2.303,"740-800
(Excellent)",2-2.5x
54,10.23,24.29,36,709,19,1,Graduate,Freelance,Urban,Male,0,0,2.374,"670-740
(Very Good)",2-2.5x
45,9.32,16.3,60,700,2,2,Graduate,Business,Semi-Urban,Male,0,0,1.749,"670-740
(Very Good)",1.5-2x
36,3.22,5.6,12,738,14,1,Post-Graduate,Self-Employed,Urban,Female,3,0,1.739,"670-740
(Very Good)",1.5-2x
51,8.11,27.57,12,777,13,1,Diploma,Salaried,Urban,Female,0,0,3.4,"740-800
(Excellent)",>3x
38,7.3,23.82,12,643,10,1,Under-Graduate,Salaried,Rural,Male,3,0,3.263,"580-670
(Good)",>3x
26,6.11,9.64,24,789,19,2,Graduate,Self-Employed,Urban,Male,0,0,1.578,"740-800
(Excellent)",1.5-2x
50,5.67,20.97,36,835,7,1,Graduate,Salaried,Semi-Urban,Male,2,0,3.698,"800+
(Exceptional)",>3x
25,5.7,21.86,36,605,3,2,Post-Graduate,Salaried,Urban,Male,0,0,3.835,"580-670
(Good)",>3x
31,9.77,16.06,12,742,11,2,Post-Graduate,Self-Employed,Urban,Male,1,0,1.644,"740-800
(Excellent)",1.5-2x
38,8.49,14.78,60,695,7,1,Graduate,Salaried,Urban,Male,0,0,1.741,"670-740
(Very Good)",1.5-2x
31,6.11,13.87,48,775,5,0,Under-Graduate,Business,Urban,Female,1,1,2.27,"740-800
(Excellent)",2-2.5x
38,2.45,9.3,24,622,14,1,Diploma,Business,Urban,Male,0,1,3.796,"580-670
(Good)",>3x
41,8.07,28.79,12,850,11,2,Graduate,Salaried,Semi-Urban,Female,2,0,3.568,"800+
(Exceptional)",>3x
45,9.26,7.95,24,591,15,0,Under-Graduate,Business,Semi-Urban,Male,0,0,0.859,"580-670
(Good)",<1x
26,23.86,44.73,24,700,15,1,Graduate,Salaried,Urban,Male,0,0,1.875,"670-740
(Very Good)",1.5-2x
55,11.44,27.88,24,754,19,2,Under-Graduate,Business,Urban,Male,0,0,2.437,"740-800
(Excellent)",2-2.5x
27,1.92,4.34,36,665,19,0,Post-Graduate,Salaried,Rural,Male,1,0,2.26,"580-670
(Good)",2-2.5x
23,6.29,7.41,24,652,3,1,Graduate,Salaried,Rural,Male,2,0,1.178,"580-670
(Good)",1-1.5x
34,17.79,62.37,36,737,10,0,Diploma,Self-Employed,Semi-Urban,Male,2,0,3.506,"670-740
(Very Good)",>3x
32,8.72,25.02,60,726,12,0,Post-Graduate,Salaried,Rural,Male,0,0,2.869,"670-740
(Very Good)",2.5-3x
44,7.31,25.09,48,720,8,2,Under-Graduate,Business,Urban,Male,1,1,3.432,"670-740
(Very Good)",>3x
37,10.3,36.11,60,788,3,0,Graduate,Salaried,Urban,Female,2,0,3.506,"740-800
(Excellent)",>3x
52,4.13,12.88,24,688,11,0,Graduate,Salaried,Semi-Urban,Female,0,0,3.119,"670-740
(Very Good)",>3x
32,7.99,16.28,36,745,8,2,Graduate,Salaried,Semi-Urban,Male,1,0,2.038,"740-800
(Excellent)",2-2.5x
37,5.16,13.61,36,679,12,0,Post-Graduate,Salaried,Semi-Urban,Male,1,0,2.638,"670-740
(Very Good)",2.5-3x
29,5.93,6.29,12,652,15,3,Post-Graduate,Salaried,Urban,Male,0,1,1.061,"580-670
(Good)",1-1.5x
25,9.86,28.18,12,697,5,3,Graduate,Self-Employed,Rural,Female,0,0,2.858,"670-740
(Very Good)",2.5-3x
61,3.44,3.88,48,680,9,0,Post-Graduate,Business,Rural,Male,0,0,1.128,"670-740
(Very Good)",1-1.5x
25,12.99,38.05,36,684,12,0,Post-Graduate,Business,Urban,Male,1,0,2.929,"670-740
(Very Good)",2.5-3x
46,4.66,6.07,36,813,6,1,Under-Graduate,Freelance,Semi-Urban,Male,0,0,1.303,"800+
(Exceptional)",1-1.5x
24,7.02,6.4,36,699,18,1,Post-Graduate,Salaried,Urban,Male,0,0,0.912,"670-740
(Very Good)",<1x
53,2.59,2.79,36,666,18,0,Diploma,Self-Employed,Urban,Male,0,0,1.077,"580-670
(Good)",1-1.5x
24,9.24,4.68,12,722,16,1,Post-Graduate,Salaried,Urban,Female,0,0,0.506,"670-740
(Very Good)",<1x
48,14.29,43.09,36,728,12,0,Post-Graduate,Self-Employed,Urban,Female,0,0,3.015,"670-740
(Very Good)",>3x
50,4.41,13.51,24,625,12,2,Graduate,Salaried,Urban,Male,3,0,3.063,"580-670
(Good)",>3x
53,3.08,7.09,12,696,1,0,Graduate,Freelance,Rural,Male,0,0,2.302,"670-740
(Very Good)",2-2.5x
40,7.09,7.55,60,692,9,0,Graduate,Self-Employed,Urban,Male,2,1,1.065,"670-740
(Very Good)",1-1.5x
42,14.36,11.38,36,706,12,0,Post-Graduate,Freelance,Semi-Urban,Male,1,0,0.792,"670-740
(Very Good)",<1x
26,2.51,1.42,48,778,8,3,Graduate,Business,Urban,Female,2,0,0.566,"740-800
(Excellent)",<1x
39,3.09,3.34,36,730,0,1,Graduate,Business,Urban,Male,1,0,1.081,"670-740
(Very Good)",1-1.5x
49,4.57,16.53,36,818,13,2,Under-Graduate,Business,Rural,Male,0,0,3.617,"800+
(Exceptional)",>3x
43,3.67,4.94,24,719,15,0,Graduate,Salaried,Semi-Urban,Male,2,0,1.346,"670-740
(Very Good)",1-1.5x
42,3.67,6.39,12,862,19,0,Graduate,Salaried,Rural,Female,1,0,1.741,"800+
(Exceptional)",1.5-2x
27,1.71,1.49,24,683,14,0,Graduate,Salaried,Rural,Female,2,0,0.871,"670-740
(Very Good)",<1x
22,8.54,10.92,48,658,0,1,Under-Graduate,Salaried,Urban,Male,1,0,1.279,"580-670
(Good)",1-1.5x
26,7.35,17.03,48,763,16,1,Graduate,Salaried,Urban,Male,3,0,2.317,"740-800
(Excellent)",2-2.5x
33,2.17,5.7,36,829,12,1,Post-Graduate,Salaried,Rural,Male,2,0,2.627,"800+
(Exceptional)",2.5-3x
47,14.38,19.54,36,609,14,0,Post-Graduate,Salaried,Rural,Female,3,0,1.359,"580-670
(Good)",1-1.5x
55,16.45,11.55,60,704,15,3,Post-Graduate,Freelance,Semi-Urban,Male,1,0,0.702,"670-740
(Very Good)",<1x
35,3.82,7.14,12,671,15,0,Post-Graduate,Business,Semi-Urban,Male,1,0,1.869,"670-740
(Very Good)",1.5-2x
47,12.08,15.94,24,731,1,3,Under-Graduate,Salaried,Semi-Urban,Male,2,0,1.32,"670-740
(Very Good)",1-1.5x
48,4.25,5.39,36,720,16,0,Graduate,Salaried,Urban,Female,2,0,1.268,"670-740
(Very Good)",1-1.5x
30,6.69,25.82,48,827,10,1,Graduate,Salaried,Semi-Urban,Male,3,0,3.859,"800+
(Exceptional)",>3x
47,3.63,9.65,60,711,7,0,Graduate,Salaried,Rural,Male,0,0,2.658,"670-740
(Very Good)",2.5-3x
43,22.65,55.47,24,829,19,1,Graduate,Business,Semi-Urban,Male,2,0,2.449,"800+
(Exceptional)",2-2.5x
51,5.02,9.82,48,694,2,1,Graduate,Salaried,Urban,Female,0,1,1.956,"670-740
(Very Good)",1.5-2x
38,6.47,12.95,48,794,11,1,Graduate,Self-Employed,Urban,Female,1,1,2.002,"740-800
(Excellent)",2-2.5x
47,3.97,9.5,24,738,19,1,Post-Graduate,Business,Urban,Female,0,0,2.393,"670-740
(Very Good)",2-2.5x
57,18.33,53.84,36,858,15,1,Post-Graduate,Business,Urban,Male,0,0,2.937,"800+
(Exceptional)",2.5-3x
22,18.61,55.04,36,601,13,1,Graduate,Salaried,Rural,Male,3,0,2.958,"580-670
(Good)",2.5-3x
29,15.96,17.57,60,626,15,2,Under-Graduate,Self-Employed,Urban,Female,0,0,1.101,"580-670
(Good)",1-1.5x
56,10.65,23.97,24,866,16,0,Graduate,Salaried,Urban,Male,1,0,2.251,"800+
(Exceptional)",2-2.5x
36,4.12,8.0,48,661,10,1,Graduate,Salaried,Urban,Female,1,0,1.942,"580-670
(Good)",1.5-2x
43,9.86,34.97,36,666,16,1,Post-Graduate,Salaried,Semi-Urban,Female,0,0,3.547,"580-670
(Good)",>3x
35,5.97,16.18,48,649,18,0,Graduate,Salaried,Semi-Urban,Male,0,0,2.71,"580-670
(Good)",2.5-3x
47,13.19,31.18,36,811,0,1,Graduate,Salaried,Urban,Male,1,0,2.364,"800+
(Exceptional)",2-2.5x
49,11.72,10.59,36,619,11,0,Graduate,Salaried,Urban,Female,0,0,0.904,"580-670
(Good)",<1x
44,4.06,10.64,48,721,14,0,Diploma,Self-Employed,Urban,Female,2,0,2.621,"670-740
(Very Good)",2.5-3x
35,10.6,9.65,48,698,17,0,Under-Graduate,Business,Semi-Urban,Male,3,0,0.91,"670-740
(Very Good)",<1x
45,9.03,15.17,48,802,13,0,Graduate,Salaried,Urban,Male,0,0,1.68,"800+
(Exceptional)",1.5-2x
23,1.14,1.14,12,674,0,1,Under-Graduate,Salaried,Rural,Male,0,0,1.0,"670-740
(Very Good)",<1x
47,9.7,28.35,48,753,12,1,Under-Graduate,Business,Semi-Urban,Male,1,0,2.923,"740-800
(Excellent)",2.5-3x
35,4.63,5.66,24,626,14,3,Post-Graduate,Salaried,Urban,Male,2,0,1.222,"580-670
(Good)",1-1.5x
28,3.53,6.61,36,900,6,1,Under-Graduate,Freelance,Semi-Urban,Male,0,0,1.873,"800+
(Exceptional)",1.5-2x
24,3.62,13.16,36,700,14,0,Graduate,Self-Employed,Urban,Female,0,0,3.635,"670-740
(Very Good)",>3x
44,5.53,6.72,36,720,19,2,Graduate,Salaried,Semi-Urban,Female,1,0,1.215,"670-740
(Very Good)",1-1.5x
39,8.0,18.22,36,852,9,2,Post-Graduate,Salaried,Urban,Female,3,0,2.278,"800+
(Exceptional)",2-2.5x
59,2.64,5.19,60,673,13,1,Post-Graduate,Salaried,Semi-Urban,Male,1,0,1.966,"670-740
(Very Good)",1.5-2x
56,6.72,3.79,24,853,5,1,Post-Graduate,Salaried,Semi-Urban,Male,1,0,0.564,"800+
(Exceptional)",<1x
36,8.48,27.77,48,687,13,3,Post-Graduate,Salaried,Rural,Female,3,0,3.275,"670-740
(Very Good)",>3x
46,18.34,13.6,36,773,11,1,Diploma,Self-Employed,Urban,Male,2,0,0.742,"740-800
(Excellent)",<1x
58,3.14,6.78,24,674,10,2,Diploma,Salaried,Urban,Male,2,0,2.159,"670-740
(Very Good)",2-2.5x
49,4.86,11.97,24,611,19,0,Under-Graduate,Salaried,Semi-Urban,Male,1,0,2.463,"580-670
(Good)",2-2.5x
31,7.02,18.95,60,753,18,0,Under-Graduate,Self-Employed,Rural,Female,3,0,2.699,"740-800
(Excellent)",2.5-3x
60,11.94,34.75,48,771,1,1,Diploma,Salaried,Rural,Female,2,0,2.91,"740-800
(Excellent)",2.5-3x
38,5.0,6.93,60,614,19,1,Graduate,Salaried,Urban,Male,2,0,1.386,"580-670
(Good)",1-1.5x
60,12.32,6.59,60,695,0,2,Graduate,Salaried,Urban,Female,2,0,0.535,"670-740
(Very Good)",<1x
43,1.88,5.7,24,816,7,3,Post-Graduate,Salaried,Semi-Urban,Male,2,0,3.032,"800+
(Exceptional)",>3x
47,2.83,6.72,36,768,13,0,Under-Graduate,Self-Employed,Urban,Male,0,0,2.375,"740-800
(Excellent)",2-2.5x
46,7.4,25.36,48,688,8,0,Post-Graduate,Salaried,Urban,Female,0,0,3.427,"670-740
(Very Good)",>3x
38,2.57,8.67,36,672,1,2,Under-Graduate,Business,Urban,Female,2,0,3.374,"670-740
(Very Good)",>3x
34,2.97,10.25,36,875,4,1,Graduate,Salaried,Semi-Urban,Male,0,1,3.451,"800+
(Exceptional)",>3x
41,4.37,9.6,36,604,7,0,Graduate,Salaried,Rural,Male,1,0,2.197,"580-670
(Good)",2-2.5x
46,9.53,15.89,36,715,15,1,Under-Graduate,Salaried,Rural,Female,0,0,1.667,"670-740
(Very Good)",1.5-2x
25,1.92,6.28,36,602,15,1,Graduate,Self-Employed,Urban,Female,2,0,3.271,"580-670
(Good)",>3x
31,6.65,13.83,24,825,12,2,Graduate,Salaried,Semi-Urban,Female,0,0,2.08,"800+
(Exceptional)",2-2.5x
24,11.15,12.73,36,719,19,1,Graduate,Salaried,Rural,Male,2,0,1.142,"670-740
(Very Good)",1-1.5x
39,5.34,18.65,36,734,14,0,Graduate,Self-Employed,Urban,Female,1,0,3.493,"670-740
(Very Good)",>3x
57,4.81,17.26,36,900,0,3,Under-Graduate,Salaried,Semi-Urban,Female,0,0,3.588,"800+
(Exceptional)",>3x
43,7.64,16.29,24,672,2,1,Graduate,Salaried,Urban,Male,1,1,2.132,"670-740
(Very Good)",2-2.5x
55,5.35,4.09,48,859,5,1,Post-Graduate,Self-Employed,Urban,Female,0,0,0.764,"800+
(Exceptional)",<1x
29,13.82,25.67,12,688,13,0,Graduate,Salaried,Urban,Male,0,0,1.857,"670-740
(Very Good)",1.5-2x
61,3.08,10.2,36,701,3,1,Under-Graduate,Self-Employed,Urban,Male,1,1,3.312,"670-740
(Very Good)",>3x
40,5.82,21.28,48,900,17,0,Graduate,Salaried,Semi-Urban,Male,0,0,3.656,"800+
(Exceptional)",>3x
58,6.79,8.23,36,707,14,0,Post-Graduate,Self-Employed,Urban,Male,3,0,1.212,"670-740
(Very Good)",1-1.5x
27,4.78,3.51,24,610,8,1,Under-Graduate,Self-Employed,Urban,Male,0,0,0.734,"580-670
(Good)",<1x
47,1.07,3.82,48,742,17,0,Graduate,Salaried,Urban,Female,2,0,3.57,"740-800
(Excellent)",>3x
55,5.45,10.15,36,706,2,1,Under-Graduate,Self-Employed,Rural,Male,1,0,1.862,"670-740
(Very Good)",1.5-2x
27,10.3,24.68,48,749,9,0,Post-Graduate,Business,Semi-Urban,Male,1,1,2.396,"740-800
(Excellent)",2-2.5x
58,9.57,37.21,48,709,16,1,Graduate,Salaried,Semi-Urban,Female,1,0,3.888,"670-740
(Very Good)",>3x
54,7.42,5.44,36,897,6,0,Graduate,Salaried,Semi-Urban,Male,2,0,0.733,"800+
(Exceptional)",<1x
43,3.11,8.61,36,764,14,0,Diploma,Business,Urban,Male,2,0,2.768,"740-800
(Excellent)",2.5-3x
42,7.61,5.78,24,634,0,0,Under-Graduate,Self-Employed,Urban,Male,2,0,0.76,"580-670
(Good)",<1x
27,4.25,7.71,24,729,10,3,Graduate,Salaried,Semi-Urban,Male,0,0,1.814,"670-740
(Very Good)",1.5-2x
27,7.42,24.59,36,656,16,2,Graduate,Business,Urban,Female,2,0,3.314,"580-670
(Good)",>3x
25,6.45,13.01,36,700,4,0,Under-Graduate,Salaried,Urban,Female,0,0,2.017,"670-740
(Very Good)",2-2.5x
51,3.34,13.33,36,647,6,2,Post-Graduate,Self-Employed,Semi-Urban,Male,0,1,3.991,"580-670
(Good)",>3x
32,3.51,8.62,24,888,18,1,Under-Graduate,Business,Urban,Female,1,0,2.456,"800+
(Exceptional)",2-2.5x
51,7.42,12.05,12,664,14,3,Graduate,Freelance,Urban,Male,1,0,1.624,"580-670
(Good)",1.5-2x
52,5.25,6.67,36,775,2,0,Under-Graduate,Salaried,Semi-Urban,Male,1,0,1.27,"740-800
(Excellent)",1-1.5x
45,3.62,6.25,24,694,14,1,Graduate,Self-Employed,Urban,Female,2,0,1.727,"670-740
(Very Good)",1.5-2x
30,3.45,6.22,48,627,4,0,Graduate,Salaried,Semi-Urban,Female,0,0,1.803,"580-670
(Good)",1.5-2x
24,5.0,3.7,12,735,11,0,Post-Graduate,Salaried,Semi-Urban,Male,0,1,0.74,"670-740
(Very Good)",<1x
52,15.37,27.57,36,752,19,3,Diploma,Salaried,Semi-Urban,Male,0,0,1.794,"740-800
(Excellent)",1.5-2x
61,4.38,9.31,60,764,4,1,Graduate,Self-Employed,Semi-Urban,Male,2,0,2.126,"740-800
(Excellent)",2-2.5x
58,5.95,18.03,24,510,2,0,Post-Graduate,Salaried,Urban,Male,1,1,3.03,"500-580
(Fair)",>3x
57,6.38,17.85,36,621,8,0,Post-Graduate,Salaried,Urban,Male,0,0,2.798,"580-670
(Good)",2.5-3x
45,3.04,9.06,12,796,8,1,Post-Graduate,Self-Employed,Urban,Female,2,0,2.98,"740-800
(Excellent)",2.5-3x
52,2.08,1.1,36,646,6,1,Under-Graduate,Self-Employed,Urban,Male,1,0,0.529,"580-670
(Good)",<1x
27,3.24,4.09,36,736,1,0,Under-Graduate,Business,Rural,Female,1,1,1.262,"670-740
(Very Good)",1-1.5x
23,6.96,19.6,36,619,15,3,Graduate,Business,Rural,Male,1,0,2.816,"580-670
(Good)",2.5-3x
41,6.32,13.87,36,778,8,0,Diploma,Salaried,Urban,Male,1,0,2.195,"740-800
(Excellent)",2-2.5x
49,9.14,4.74,48,794,12,0,Under-Graduate,Freelance,Urban,Male,2,0,0.519,"740-800
(Excellent)",<1x
32,6.36,21.09,24,778,18,2,Under-Graduate,Business,Urban,Male,0,0,3.316,"740-800
(Excellent)",>3x
25,5.62,18.01,12,802,19,0,Post-Graduate,Salaried,Urban,Female,0,0,3.205,"800+
(Exceptional)",>3x
36,4.18,10.11,48,845,16,0,Under-Graduate,Salaried,Urban,Male,0,0,2.419,"800+
(Exceptional)",2-2.5x
27,10.2,7.47,36,626,5,1,Graduate,Salaried,Semi-Urban,Male,1,1,0.732,"580-670
(Good)",<1x
51,3.46,11.01,48,656,3,2,Graduate,Salaried,Rural,Female,2,0,3.182,"580-670
(Good)",>3x
59,3.08,7.83,36,791,0,0,Under-Graduate,Self-Employed,Semi-Urban,Male,1,0,2.542,"740-800
(Excellent)",2.5-3x
23,8.43,27.29,48,810,17,3,Graduate,Self-Employed,Urban,Male,0,0,3.237,"800+
(Exceptional)",>3x
36,2.7,8.45,36,666,18,2,Graduate,Self-Employed,Urban,Male,2,0,3.13,"580-670
(Good)",>3x
32,25.55,84.58,48,660,8,0,Under-Graduate,Salaried,Semi-Urban,Female,2,0,3.31,"580-670
(Good)",>3x
29,6.29,14.55,60,667,12,1,Under-Graduate,Salaried,Rural,Female,2,0,2.313,"580-670
(Good)",2-2.5x
47,7.39,7.32,36,591,7,0,Graduate,Business,Rural,Female,1,0,0.991,"580-670
(Good)",<1x
26,3.69,10.51,24,618,12,1,Under-Graduate,Salaried,Rural,Male,2,0,2.848,"580-670
(Good)",2.5-3x
27,4.97,13.28,24,620,14,2,Post-Graduate,Freelance,Semi-Urban,Female,0,0,2.672,"580-670
(Good)",2.5-3x
47,4.64,14.37,24,696,10,3,Post-Graduate,Salaried,Semi-Urban,Male,0,0,3.097,"670-740
(Very Good)",>3x
25,4.33,4.74,24,741,11,0,Under-Graduate,Freelance,Urban,Male,0,0,1.095,"740-800
(Excellent)",1-1.5x
40,8.77,10.37,36,754,13,1,Graduate,Salaried,Semi-Urban,Female,2,0,1.182,"740-800
(Excellent)",1-1.5x
41,4.58,16.56,36,679,3,1,Graduate,Salaried,Urban,Male,0,1,3.616,"670-740
(Very Good)",>3x
54,11.05,34.53,36,681,0,0,Graduate,Salaried,Urban,Male,1,0,3.125,"670-740
(Very Good)",>3x
41,29.66,109.11,36,729,3,0,Post-Graduate,Self-Employed,Semi-Urban,Male,1,1,3.679,"670-740
(Very Good)",>3x
33,5.03,15.87,36,600,18,0,Post-Graduate,Business,Urban,Male,0,0,3.155,"580-670
(Good)",>3x
22,6.57,17.02,12,796,8,1,Under-Graduate,Salaried,Urban,Female,2,0,2.591,"740-800
(Excellent)",2.5-3x
47,7.53,21.0,12,822,9,1,Under-Graduate,Business,Urban,Female,0,1,2.789,"800+
(Exceptional)",2.5-3x
35,17.79,64.26,24,669,3,0,Post-Graduate,Self-Employed,Urban,Male,1,0,3.612,"580-670
(Good)",>3x
59,5.71,14.42,36,688,19,2,Under-Graduate,Self-Employed,Urban,Male,2,0,2.525,"670-740
(Very Good)",2.5-3x
58,3.65,9.9,24,819,8,2,Graduate,Business,Urban,Female,0,0,2.712,"800+
(Exceptional)",2.5-3x
32,2.81,2.94,24,710,12,1,Graduate,Salaried,Urban,Female,2,0,1.046,"670-740
(Very Good)",1-1.5x
57,5.79,12.5,36,767,11,0,Under-Graduate,Salaried,Urban,Male,2,0,2.159,"740-800
(Excellent)",2-2.5x
34,4.58,13.77,48,712,10,1,Graduate,Business,Rural,Female,3,1,3.007,"670-740
(Very Good)",>3x
24,20.04,29.02,12,844,11,0,Graduate,Business,Urban,Female,2,0,1.448,"800+
(Exceptional)",1-1.5x
54,17.35,20.96,36,759,17,0,Post-Graduate,Freelance,Urban,Male,0,0,1.208,"740-800
(Excellent)",1-1.5x
27,3.23,5.16,48,763,11,1,Graduate,Business,Semi-Urban,Male,1,0,1.598,"740-800
(Excellent)",1.5-2x
31,3.92,5.27,48,765,15,0,Under-Graduate,Salaried,Rural,Male,0,0,1.344,"740-800
(Excellent)",1-1.5x
26,6.27,7.85,60,675,4,0,Graduate,Business,Semi-Urban,Female,0,0,1.252,"670-740
(Very Good)",1-1.5x
44,13.88,27.58,12,682,19,0,Graduate,Salaried,Urban,Male,0,0,1.987,"670-740
(Very Good)",1.5-2x
31,6.21,22.84,24,781,11,0,Graduate,Freelance,Semi-Urban,Male,0,0,3.678,"740-800
(Excellent)",>3x
23,4.07,9.26,48,730,10,0,Post-Graduate,Salaried,Semi-Urban,Male,2,1,2.275,"670-740
(Very Good)",2-2.5x
34,5.79,6.7,36,625,8,3,Graduate,Self-Employed,Semi-Urban,Female,0,0,1.157,"580-670
(Good)",1-1.5x
61,4.12,3.17,36,869,17,0,Post-Graduate,Salaried,Semi-Urban,Male,1,0,0.769,"800+
(Exceptional)",<1x
23,8.61,25.28,48,798,2,0,Under-Graduate,Salaried,Rural,Female,1,0,2.936,"740-800
(Excellent)",2.5-3x
41,3.92,7.21,48,723,19,0,Diploma,Salaried,Rural,Female,1,0,1.839,"670-740
(Very Good)",1.5-2x
22,4.42,14.92,60,698,16,3,Graduate,Business,Semi-Urban,Male,3,0,3.376,"670-740
(Very Good)",>3x
58,12.05,33.84,60,735,13,1,Post-Graduate,Business,Urban,Male,0,0,2.808,"670-740
(Very Good)",2.5-3x
30,3.78,12.42,48,761,0,0,Post-Graduate,Salaried,Semi-Urban,Male,1,0,3.286,"740-800
(Excellent)",>3x
38,2.52,3.66,24,557,16,2,Diploma,Business,Rural,Female,1,0,1.452,"500-580
(Fair)",1-1.5x
30,6.35,18.56,48,888,7,0,Diploma,Self-Employed,Urban,Male,0,0,2.923,"800+
(Exceptional)",2.5-3x
32,4.83,6.88,12,656,4,0,Graduate,Salaried,Rural,Male,1,0,1.424,"580-670
(Good)",1-1.5x
36,8.15,30.86,24,719,4,0,Under-Graduate,Salaried,Urban,Male,2,0,3.787,"670-740
(Very Good)",>3x
45,7.26,19.8,48,722,8,0,Graduate,Business,Semi-Urban,Male,0,0,2.727,"670-740
(Very Good)",2.5-3x
59,5.89,9.63,24,879,2,0,Graduate,Self-Employed,Rural,Female,0,0,1.635,"800+
(Exceptional)",1.5-2x
56,5.78,8.34,24,712,18,1,Graduate,Salaried,Urban,Female,0,0,1.443,"670-740
(Very Good)",1-1.5x
